candidate,source,seed,feasible,objective,EENS_MWh,CVaR_MWh,Expected_RI,SAIDI_h_per_customer,ASAI
33-34-35-36-37,seed_candidate,,True,1003.9893146681468,1.4505855460685249,6.976551741633825,0.8787112634559336,0.444759518183061,0.9999492283655043
11-28-32-33-34,seed_candidate,,True,781.8991482038355,1.1334378941424013,5.784798773244335,0.9181497807425494,0.31960643176524567,0.9999635152475154
3-11-18-34-36,random_pool,101.0,True,2519.258485374638,3.4374751583241285,14.032010943054035,0.6706215598380386,1.0159697474119835,0.999884021718332
6-17-21-23-34,random_pool,101.0,True,1319.1214285232659,1.808454404886942,9.570643916066677,0.805819737963528,0.5939690687935605,0.9999321953117816
4-9-33-34-36,random_pool,101.0,True,1331.7031049485254,1.7865857084762622,9.325257296634852,0.7858817820711202,0.5185063888887487,0.9999408097729579
9-13-20-32-37,random_pool,101.0,True,1072.7971784734605,1.4526636709547822,7.551170290907891,0.85973294607139,0.48197549161422076,0.9999449799667107
11-14-18-22-32,random_pool,101.0,True,1937.0418391301973,2.604058807329377,11.09465134476463,0.6820572875846246,0.8938692508798145,0.9998979601311782
8-14-19-24-36,random_pool,101.0,True,1519.9686259657196,2.060310736232851,9.179256180517742,0.7657922221102885,0.6614618939587419,0.9999244906513746
9-12-19-23-29,random_pool,101.0,True,1722.6676115058754,2.332068457766075,10.520032795490561,0.6667745073940898,0.8187870301082895,0.9999065311609465
7-8-13-27-29,random_pool,101.0,True,1230.5599042395515,1.62444202942395,9.101995554409628,0.8097402799253716,0.4820802428162989,0.9999449680088109
8-13-19-24-32,random_pool,101.0,True,1482.3881961031416,2.014089979859828,9.179256180517742,0.7573346489314292,0.6759805613681342,0.9999228332692502
3-11-14-17-33,random_pool,101.0,True,1887.2992170469674,2.5754942559519653,11.314953668025707,0.7239800876449497,0.7291294724571661,0.9999167660419569
7-12-21-23-31,random_pool,101.0,True,1278.9916688342792,1.716249930880154,9.521117760442571,0.8091522453946127,0.5600522250904233,0.9999360670975924
5-12-30-33-35,random_pool,101.0,True,1924.746293775926,2.716450813587982,11.58665939552854,0.7980347380319377,0.7871512382082269,0.9999101425527159
11-15-19-28-34,random_pool,101.0,True,997.3865582573426,1.4556241450821936,6.734446449004675,0.8818350229926712,0.41578837309010214,0.9999525355738481
2-8-14-23-30,random_pool,101.0,True,2712.5873551289837,3.3881328617094537,17.25796601444431,0.6356655810073648,1.0619179216749353,0.9998787764929595
7-13-15-21-28,random_pool,101.0,True,964.73636458908,1.426282136787044,7.111848161475113,0.8884530949651593,0.40150787670489646,0.9999541657674994
3-10-12-15-20,random_pool,101.0,True,2239.5274278876855,3.0628246494532267,13.216893760545537,0.700764205220261,0.882275277541053,0.9998992836441163
5-8-13-17-33,random_pool,101.0,True,1205.331346102363,1.6646611111759293,9.079106498798462,0.8387485510346342,0.4981309818725373,0.9999431357326629
7-11-12-26-29,random_pool,101.0,True,1233.7966907292807,1.6458714128662755,9.31192028513852,0.8134247423812255,0.4981533586365883,0.9999431331782378
7-11-12-15-24,random_pool,101.0,True,1095.5440620880563,1.513970852035621,7.845247557504585,0.8396228218785667,0.4571454985150254,0.9999478144408088
8-14-16-19-26,random_pool,101.0,True,1136.969993008417,1.613666138593135,7.547161053071768,0.8714087118183107,0.47521728137030667,0.9999457514518983
9-13-24-32-33,random_pool,101.0,True,1102.8162576357229,1.4714065904426754,7.599055170014063,0.822693339471492,0.4715596526581167,0.9999461689894226
14-17-20-21-22,random_pool,101.0,True,1755.0510254178857,2.4322693831566857,10.520032795490561,0.67923124485652,0.8560852833118693,0.9999022733694849
7-13-15-27-35,random_pool,101.0,True,970.8873228079226,1.4217129819104346,7.2884419720829206,0.8867373881754067,0.3979795579083706,0.9999545685436178
7-8-26-29-34,random_pool,101.0,True,1188.0753707247898,1.513898294223753,9.155051551043298,0.8197477078726348,0.46875630441444793,0.9999464890063454
14-16-33-35-37,random_pool,101.0,True,1001.5524760147778,1.433882104466325,6.976551741633825,0.8735944692303351,0.4237958235586054,0.9999516214813289
9-14-15-20-24,random_pool,101.0,True,1375.0223522717224,1.8697707627798787,8.891946905880708,0.777377960184293,0.6162059445150184,0.9999296568556489
8-15-26-33-34,random_pool,101.0,True,954.5407435632989,1.370302860877457,7.165463339420983,0.8850356121726467,0.3919107247359756,0.9999552613327927
10-12-18-30-37,random_pool,101.0,True,1298.5978454405467,1.8340893622244248,8.125788840181956,0.8716054271625638,0.5740004725843074,0.9999344748318968
5-7-8-15-34,random_pool,101.0,True,1100.0636562836496,1.5233499230379808,8.788984221373099,0.8715723472958342,0.4388781750115025,0.999949899751711
9-12-17-18-25,random_pool,101.0,True,1020.1437509483779,1.4543149278154996,6.9955622689628205,0.881366829471393,0.4409041295551796,0.9999496684783613
5-7-10-14-36,random_pool,101.0,True,1001.5775039800776,1.365493105778328,8.26469465707082,0.8941587864708902,0.3988267430026999,0.9999544718329906
8-20-27-34-36,random_pool,101.0,True,1013.0734469494506,1.4778561572656737,6.843325124060727,0.8843697849826744,0.45496829385100745,0.999948062980154
8-20-27-30-34,random_pool,101.0,True,1252.9769043037581,1.8513670417647485,6.87587303163018,0.8632965128885258,0.5496409799021409,0.9999372555959016
5-8-13-31-33,random_pool,101.0,True,1180.3447394874702,1.599491013120553,9.037116400436512,0.8548177543263296,0.5015737385466821,0.9999427427239101
5-8-13-32-33,random_pool,101.0,True,1216.2585458141098,1.639917599060117,8.655227014525313,0.8124916461879541,0.4768519045878023,0.9999455648510744
4-7-9-14-32,random_pool,101.0,True,1056.7164087188016,1.4170959749076153,8.641025541555079,0.8812115205576401,0.4329766693142291,0.999950573439576
4-11-12-20-29,random_pool,101.0,True,2191.0744099355124,3.070409556441814,12.673482305539869,0.6937173236656604,0.8954608842345168,0.9998977784378728
4-6-10-14-17,random_pool,101.0,True,1000.4311074451707,1.322761897967414,8.45864103019482,0.8939935535468424,0.36475313687232946,0.9999583615140557
8-13-15-20-26,random_pool,101.0,True,1055.0496475751977,1.5258936419305127,7.33076035268094,0.8755635497566813,0.4482804083250048,0.9999488264374058
5-7-10-13-16,random_pool,101.0,True,1070.4497737285355,1.4992942588623497,8.571392513304069,0.8775035799701468,0.4392685412372868,0.9999498551893565
4-17-19-21-34,random_pool,101.0,True,2271.7631596487545,3.1028590656843615,13.081040896794121,0.7083878369463706,0.9002784125375451,0.9998972284917195
2-9-13-25-32,random_pool,101.0,True,3002.49985881051,3.8821867504088683,17.78430821777525,0.596917147320254,1.0820158339366264,0.9998764822107379
7-12-17-35-37,random_pool,101.0,True,881.3952351769675,1.2371673493357835,6.560716217556689,0.8986442703120013,0.3525486847668109,0.9999597547163508
4-10-12-18-32,random_pool,101.0,True,2325.7409341620255,3.2013857769715024,13.488599488048369,0.7174300777602745,0.9335965476869994,0.9998934250516339
6-9-28-30-34,random_pool,101.0,True,1066.6538441435848,1.362691564141696,9.149976703908854,0.9110800666075812,0.3997162159391725,0.9999543702949841
3-18-31-34-35,random_pool,101.0,True,2595.570954227237,3.5932620441217926,14.032010943054035,0.6565629024244323,1.0259871130853826,0.9998828781834378
2-4-12-16-35,random_pool,101.0,True,2999.9992756152105,3.8264844612562072,17.86673279707906,0.5667513711858352,1.2151052117138568,0.9998612893593934
5-9-18-31-34,random_pool,101.0,True,2347.153221338789,3.2359899059452717,13.216893760545537,0.7009995875545998,0.9518235514274543,0.9998913443434444
8-14-18-22-32,random_pool,101.0,True,2023.8276933043876,2.7717881134129922,11.09465134476463,0.6620567625088218,0.9297357118321692,0.9998938657863206
13-15-18-22-35,random_pool,101.0,True,1932.434838818705,2.651082744340289,11.09465134476463,0.6754021127199101,0.8986637029535416,0.9998974128192976
8-14-19-22-29,random_pool,101.0,True,1967.4913126701217,2.7342665796493257,10.807342070127595,0.659900674415179,0.894737593770325,0.9998978610052773
12-20-29-35-37,random_pool,101.0,True,1239.6343280477192,1.7833099114877449,7.551170290907891,0.794780354615316,0.5404055197789978,0.9999383098721714
10-13-15-18-26,random_pool,101.0,True,1052.3760285966487,1.5138628207036864,7.218311139551807,0.8749955833056365,0.4430777441492883,0.9999494203488414
4-12-21-33-36,random_pool,101.0,True,1973.9212144642383,2.722716280239288,12.26592371428562,0.7556184996211602,0.8046023716857653,0.9999081504141911
9-18-27-31-34,random_pool,101.0,True,1194.691678187537,1.744374723881486,7.108314312095596,0.871185132606155,0.557904760615269,0.9999363122419389
5-6-9-12-36,random_pool,101.0,True,980.6353005593693,1.2914053185184968,8.453551892395787,0.901881231626153,0.364385206240851,0.9999584035152693
9-14-23-32-33,random_pool,101.0,True,1364.698710460243,1.8631418486672657,8.556752752137506,0.7204139027168386,0.6605500766389619,0.9999245947401098
6-10-15-25-34,random_pool,101.0,True,1017.5600603305527,1.376046052635131,8.41200008851694,0.8859201875140171,0.385418246908868,0.9999560024832296
5-7-9-31-34,random_pool,101.0,True,1010.6604067282634,1.3005497646499455,8.814203974128894,0.9074544636945958,0.3865959521452555,0.9999558680419925
6-12-16-21-24,random_pool,101.0,True,1058.3264582005647,1.4304156307501548,8.186596593330302,0.873388205822547,0.41619572238520636,0.9999524890727871
13-16-21-22-33,genetic_population,101.0,True,1711.8841543406047,2.381222131586971,10.232723520853531,0.6815071917382881,0.8268469196034607,0.9999056110822371
7-11-14-17-27,genetic_population,101.0,True,901.2560767531116,1.259950364517908,7.175983464125688,0.9004777035969272,0.34515670357097955,0.9999605985498207
16-21-23-33-34,genetic_population,101.0,True,1615.8381526956596,2.2683340942478383,9.945414246216497,0.6944951354849865,0.7807295911319184,0.9999108756174507
2-14-16-23-35,genetic_population,101.0,True,2955.0723369945267,3.7767644765139985,17.77744050845184,0.6027353171630975,1.1414902552309174,0.9998696928932385
9-14-15-20-27,genetic_population,101.0,True,996.4636384613937,1.446967583222911,6.881902911123017,0.8805321714794343,0.43600392311655345,0.999950227862658
8-18-24-34-36,genetic_population,101.0,True,1588.9434002036728,2.145133805744082,9.466565455154774,0.766301716900703,0.7168222180689773,0.9999181709796725
13-19-26-29-35,genetic_population,101.0,True,1208.742458052695,1.7750602751518283,7.07232149984617,0.7999420789776992,0.5407008948057033,0.999938276153561
11-13-17-18-22,genetic_population,101.0,True,1902.1681460274604,2.5938710509148883,11.09465134476463,0.6832526695000701,0.9292352144077297,0.9998939229207298
8-13-17-18-25,genetic_population,101.0,True,1227.9084456731043,1.7272066899537508,7.861396637158946,0.8640647839067395,0.517067423458351,0.999940974038418
2-3-9-12-32,genetic_population,101.0,True,2925.865472257897,3.670324225793966,17.764048612372445,0.5822918216046664,1.1402615825458018,0.9998698331526774
10-14-20-28-31,genetic_population,101.0,True,913.6432305112047,1.3493808041664108,6.050777412247831,0.9041517805734428,0.4220428986258288,0.9999518215869149
7-13-24-32-35,genetic_population,101.0,True,1059.5382060358447,1.3742892462075285,7.901398146084224,0.8440831749320837,0.4146101493285019,0.9999526700742776
6-14-23-30-35,genetic_population,101.0,True,1335.4147244191972,1.7895885875687736,10.11647747418673,0.8557576435663033,0.531423319040299,0.9999393352375525
2-12-17-21-37,genetic_population,101.0,True,3047.8666391211286,3.8967115649640913,17.870936875310722,0.5343390823059888,1.2210254296355019,0.9998606135354298
9-14-18-28-32,genetic_population,101.0,True,961.1140341769526,1.412467206487824,6.246475936376585,0.8960339000540141,0.4346174724556957,0.9999503861332814
2-21-28-29-34,genetic_population,101.0,True,3093.5783497988486,4.000275312323572,18.02830981275611,0.5269233107834035,1.2224963742700614,0.9998604456193756
5-9-12-17-18,genetic_population,101.0,True,2324.2721769754303,3.1656008832818423,13.216893760545537,0.7406893156950004,0.9274506098479725,0.9998941266427114
9-13-15-19-24,genetic_population,101.0,True,1465.53234506867,1.9774166537178934,9.179256180517742,0.7673813718731212,0.6387518097970074,0.9999270831267355
2-9-12-15-24,genetic_population,101.0,True,2917.9865471176568,3.705929852829486,17.62557012771709,0.5348655233519938,1.1838206851111606,0.9998648606523846
2-9-13-26-30,genetic_population,101.0,True,2909.1864298529845,3.7539842590271473,17.75466851185118,0.6071394216975697,1.0605249227665505,0.9998789355110997
9-19-31-34-37,genetic_population,101.0,True,1280.2084016835074,1.81124327528308,7.838479565544922,0.8624933881064629,0.5752220540928981,0.9999343353819529
7-12-15-21-24,genetic_population,101.0,True,1116.114061880609,1.5581606115213589,7.845247557504585,0.8381256916275005,0.469845501985143,0.9999463646687231
3-10-19-31-34,genetic_population,101.0,True,2448.3324354852884,3.3717597807815993,13.624452351799786,0.6644360254330196,0.953877394266501,0.9998911098864992
3-13-16-33-35,genetic_population,101.0,True,2004.490675510699,2.746352250168507,12.401776578037039,0.7217803051357097,0.7844902103252662,0.9999104463230223
4-8-12-17-19,genetic_population,101.0,True,2275.970294952939,3.1098346837181063,13.081040896794121,0.733668053138822,0.9109521375714963,0.9998960100299575
3-6-8-34-36,genetic_population,101.0,True,1047.915962237092,1.3509651012703936,9.030667525420911,0.8988993059530584,0.39926009398641693,0.9999544223637001
4-8-14-20-36,genetic_population,101.0,True,2108.280252139311,2.8925112165519202,12.673482305539869,0.7325852132305833,0.8577885988628703,0.9999020789270705
6-9-26-30-34,genetic_population,101.0,True,1081.1759830419874,1.3734919980308469,9.312080257244661,0.9110800666075815,0.40208959116547677,0.9999540993617391
10-14-20-28-29,genetic_population,101.0,True,1179.8717560155894,1.688987985036467,7.168091258058514,0.8061343671549913,0.5371694405932056,0.9999386792876035
11-13-15-19-24,genetic_population,101.0,True,1419.36039513299,1.9111201239509232,9.179256180517742,0.7676222521743759,0.628648964903422,0.9999282364195315
7-11-28-32-34,genetic_population,101.0,True,841.0862065200347,1.1152722369618997,7.192795187242056,0.9213339121055375,0.31313077696288205,0.9999642544775157
9-13-20-24-32,genetic_population,101.0,True,1343.6119719614535,1.7713188634819819,8.891946905880708,0.7788385505051064,0.582089705983017,0.9999335514034265
15-21-24-33-34,genetic_population,101.0,True,1338.933283884307,1.8611443807437376,8.604637631243676,0.7842069654995678,0.6189771414885387,0.9999293405089625
5-9-18-32-34,genetic_population,101.0,True,2239.1510182386382,3.067292638517091,13.216893760545537,0.679013789664637,0.8892870127557541,0.9998984832177219
14-16-20-21-24,genetic_population,101.0,True,1345.4922753946894,1.8487405721857886,8.891946905880708,0.7906422084345847,0.6205475899518178,0.9999291612340238
12-28-32-33-35,genetic_population,101.0,True,835.4835939622152,1.2946627069716605,5.366409062955687,0.9011014860344396,0.3782167282452661,0.9999568245744013
6-8-16-22-34,genetic_population,101.0,True,1352.7130248889162,1.7649089320258842,10.001522740690918,0.7742113770154766,0.5704631274148958,0.999934878638423
9-14-18-27-29,genetic_population,101.0,True,1284.5941286343134,1.8369233855192835,7.551170290907891,0.7946817986928922,0.5800457879309152,0.9999337847274051
5-7-14-15-21,genetic_population,101.0,True,1147.2085606759108,1.6526784476233414,8.788984221373099,0.8675548629029661,0.475771103725265,0.9999456882301684
9-19-32-34-37,genetic_population,101.0,True,1181.2377745316883,1.6442541397352448,7.838479565544922,0.8416785618343686,0.519767958057419,0.9999406657582126
9-13-16-28-33,genetic_population,101.0,True,885.6503321420092,1.31623192155927,6.311039853181871,0.8933913742227412,0.36942762038930643,0.9999578278972159
7-9-17-24-34,genetic_population,101.0,True,976.4408689563011,1.2729195587390763,7.74672656980832,0.8744068985322694,0.36954029796410776,0.999957815034479
2-14-17-21-24,genetic_population,101.0,True,3046.926399542929,3.9040718273927215,17.862766351161547,0.5431409971473741,1.2916221972892485,0.9998525545436885
29-33-34-35-37,genetic_population,101.0,True,1235.3077289718772,1.8768741622126217,6.976551741633825,0.788717123471306,0.545608029266325,0.9999377159783942
7-26-34-35-36,genetic_population,101.0,True,962.0294301911109,1.3689229696984293,7.521931237928491,0.8984521163439989,0.3901001922089457,0.999955468014588
3-11-19-34-36,genetic_population,101.0,True,2389.2601868067204,3.2653320587177226,13.624452351799786,0.682761350216811,0.9683348369535542,0.9998894594934985
9-14-15-19-24,genetic_population,101.0,True,1453.0597312008604,1.9696286453786784,9.179256180517742,0.7672549770138672,0.643022558528898,0.9999265955983414
11-18-22-32-34,genetic_population,101.0,True,1966.099044520708,2.6660512738978763,11.09465134476463,0.6742704138720079,0.9166562953867113,0.9998953588703896
7-11-12-17-22,genetic_population,101.0,True,1374.503505886647,1.8685561849804166,9.633551948769307,0.7586547639380976,0.5991072365700757,0.9999316087629486
6-9-23-31-34,genetic_population,101.0,True,1173.8059371408017,1.4510199270103865,9.759466259978325,0.8433766676870417,0.49962877457867066,0.9999429647517605
14-17-18-28-35,genetic_population,101.0,True,961.468906030625,1.4371870372131268,6.064016067512381,0.8879269140905512,0.43029512573772455,0.9999508795518565
2-11-14-28-30,genetic_population,101.0,True,2923.0887695593774,3.7481982305949106,17.683015033039787,0.5977981762243485,1.1046735303697148,0.9998738957157112
18-23-32-34-35,genetic_population,101.0,True,1849.1112901030274,2.511657797736378,10.807342070127595,0.6796873662848899,0.8573097217659855,0.9999021335934057
14-15-18-28-35,genetic_population,101.0,True,1009.5257122171396,1.4989284649129813,6.582745580684703,0.8794995307736272,0.44559499294390276,0.9999491329916731
9-15-20-24-34,genetic_population,101.0,True,1394.9273197202683,1.8997416536520095,8.891946905880708,0.7769322070255033,0.608232338784293,0.9999305670846137
7-21-28-30-34,genetic_population,101.0,True,1201.289559544617,1.730260754211175,8.46246254650181,0.8825852495203198,0.4812794335761934,0.9999450594253908
7-11-29-34-37,genetic_population,101.0,True,1136.246701990448,1.452480570855901,8.776957257164774,0.8280800959293311,0.46412195074119933,0.9999470180421528
10-13-20-28-31,genetic_population,101.0,True,915.7324117937769,1.359829107369689,6.050777412247831,0.9029380227797916,0.4261268780422771,0.9999513553792189
7-21-28-32-34,genetic_population,101.0,True,951.0566443022603,1.374041294172938,7.371023959396691,0.9000721464545023,0.3968001966727684,0.9999547031738958
7-13-21-24-36,genetic_population,101.0,True,1035.737290440696,1.3902980122969997,7.812620107777477,0.8650223708335972,0.43340731536194615,0.9999505242790683
14-28-32-33-35,genetic_population,101.0,True,840.3660119037064,1.3055764479735354,5.366409062955687,0.9013597933205851,0.38143352942726794,0.9999564573596544
7-11-12-17-27,genetic_population,101.0,True,913.6062153625932,1.2927558284841973,7.175983464125688,0.8995887444852283,0.3545924573291194,0.9999595214089807
14-20-21-28-32,genetic_population,101.0,True,894.3891840029169,1.3859502605917955,5.589329355286187,0.8961402931274006,0.4308573100368709,0.9999508153755665
14-27-32-33-35,genetic_population,101.0,True,859.0202369864767,1.3190070184906872,5.635326028727452,0.8999842330442298,0.3826202170404201,0.999956321893032
14-26-33-35-36,genetic_population,101.0,True,901.459618399271,1.3482291001705562,6.175186989430454,0.8957751311064809,0.38704624773666585,0.9999558166383862
5-9-14-15-33,genetic_population,101.0,True,1456.631213160822,2.00442476030055,10.024351462387251,0.7787545015895738,0.5873797452055008,0.9999329475176706
7-11-24-32-34,genetic_population,101.0,True,1012.3476257351592,1.2409499881212258,7.901398146084224,0.8530009799738264,0.38658032340214576,0.9999558698260956
9-20-28-32-34,genetic_population,101.0,True,959.9944551277616,1.4244927663040747,6.34654684495635,0.8871344786992705,0.42647968302584655,0.9999513151046774
