seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
101,0,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,90
101,1,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,115
101,2,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,141
101,3,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,164
101,4,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,188
101,5,770.4583120606553,10-14-27-31-33,770.4583120606553,10-14-27-31-33,207
101,6,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,226
101,7,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,243
101,8,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,261
101,9,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,279
101,10,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,294
101,11,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,310
101,12,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,326
101,13,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,342
101,14,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,355
101,15,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,372
101,16,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,387
101,17,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,400
101,18,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,416
202,0,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,572
202,1,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,597
202,2,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,615
202,3,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,630
202,4,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,643
202,5,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,658
202,6,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,669
202,7,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,680
202,8,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,693
202,9,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,704
202,10,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,717
202,11,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,730
202,12,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,742
202,13,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,756
202,14,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,769
202,15,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,778
202,16,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,788
202,17,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,798
202,18,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,805
303,0,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,902
303,1,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,923
303,2,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,940
303,3,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,955
303,4,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,967
303,5,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,983
303,6,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1001
303,7,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1019
303,8,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1035
303,9,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1047
303,10,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1061
303,11,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1072
303,12,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1086
303,13,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1093
303,14,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1099
303,15,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1103
303,16,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1109
303,17,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1113
303,18,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1121
404,0,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1204
404,1,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1221
404,2,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1242
404,3,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1256
404,4,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1267
404,5,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1276
404,6,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1285
404,7,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1297
404,8,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1308
404,9,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1314
404,10,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1323
404,11,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1328
404,12,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1332
404,13,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1338
404,14,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1344
404,15,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1353
404,16,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1361
404,17,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1369
404,18,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1375
505,0,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1452
505,1,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1472
505,2,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,1492
505,3,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,1502
505,4,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,1516
505,5,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,1525
505,6,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,1530
505,7,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,1537
505,8,759.2064949410603,10-14-28-31-33,759.2064949410603,10-14-28-31-33,1541
505,9,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1552
505,10,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1561
505,11,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1568
505,12,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1573
505,13,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1580
505,14,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1591
505,15,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1594
505,16,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1603
505,17,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1608
505,18,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,1615
