seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
101,0,423.47546658558724,9-20-44-58-61,423.47546658558724,9-20-44-58-61,135
101,1,423.47546658558724,9-20-44-58-61,423.47546658558724,9-20-44-58-61,177
101,2,419.740000065033,10-18-45-58-63,419.740000065033,10-18-45-58-63,216
101,3,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,253
101,4,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,292
101,5,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,327
101,6,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,361
101,7,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,398
101,8,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,430
101,9,414.6959984965634,10-20-45-58-61,414.6959984965634,10-20-45-58-61,462
101,10,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,493
101,11,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,524
101,12,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,554
101,13,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,584
101,14,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,611
101,15,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,640
101,16,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,666
101,17,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,692
101,18,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,720
101,19,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,751
101,20,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,776
101,21,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,806
101,22,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,827
101,23,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,847
101,24,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,863
101,25,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,884
101,26,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,903
101,27,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,924
101,28,410.2757455624217,10-20-58-61-71,410.2757455624217,10-20-58-61-71,940
202,0,439.82960897704595,10-14-44-56-61,439.82960897704595,10-14-44-56-61,1232
202,1,439.82960897704595,10-14-44-56-61,439.82960897704595,10-14-44-56-61,1272
202,2,437.65383485301027,10-15-44-56-62,437.65383485301027,10-15-44-56-62,1313
202,3,434.0289698434244,10-13-44-58-61,434.0289698434244,10-13-44-58-61,1348
202,4,419.2481327023184,9-18-45-58-61,419.2481327023184,9-18-45-58-61,1382
202,5,419.2481327023184,9-18-45-58-61,419.2481327023184,9-18-45-58-61,1416
202,6,419.2481327023184,9-18-45-58-61,419.2481327023184,9-18-45-58-61,1450
202,7,414.55166704768124,9-19-58-61-71,414.55166704768124,9-19-58-61-71,1481
202,8,410.92635158790074,10-18-58-61-71,410.92635158790074,10-18-58-61-71,1506
