candidate,source,seed,feasible,objective,EENS_MWh,CVaR_MWh,Expected_RI,SAIDI_h_per_customer,ASAI
33-34-35-36-37,base_seed_candidate,,True,655.1617275864555,1.4505855460685249,7.107853077089916,0.8787112634559336,0.444759518183061,0.9999492283655043
6-17-21-23-34,random_pool,101.0,True,840.4017469797876,1.8090504915207153,10.650149005266103,0.8070190054625144,0.5896115752849717,0.9999326927425474
4-9-33-34-36,random_pool,101.0,True,865.4402401167827,1.7865857084762622,9.57403515503685,0.7858817820711202,0.5185063888887487,0.9999408097729579
9-13-20-32-37,random_pool,101.0,True,695.238663928066,1.4526636709547822,7.680297620211251,0.85973294607139,0.48197549161422076,0.9999449799667107
11-14-18-22-32,random_pool,101.0,True,1382.309271891966,2.6040588073293773,11.210372302792821,0.6820572875846245,0.8938692508798145,0.9998979601311782
8-14-19-24-36,random_pool,101.0,True,1061.0058169398342,2.060310736232853,9.302223825721699,0.7657922221102877,0.6614618939587419,0.9999244906513746
9-12-19-23-29,random_pool,101.0,True,1196.665971731347,2.3320684577660753,10.637927759671484,0.6667745073940898,0.8187870301082895,0.9999065311609465
7-8-13-27-29,random_pool,101.0,True,775.4282283865307,1.624999968792926,10.46186354938893,0.8104468692551391,0.4820802428162989,0.9999449680088109
8-13-19-24-32,random_pool,101.0,True,1023.4253870772571,2.0140899798598326,9.302223825721699,0.757334648931429,0.6759805613681342,0.9999228332692502
3-11-14-17-33,random_pool,101.0,True,1321.5515336456829,2.57549425595197,12.042341093444787,0.7239800876449496,0.7291294724571661,0.9999167660419569
7-12-21-23-31,random_pool,101.0,True,802.935780812151,1.7162499308801549,10.489411246852365,0.8091522453946126,0.5600522250904233,0.9999360670975924
5-12-30-33-35,random_pool,101.0,True,1345.4133239994944,2.7164508135879775,12.341529692039687,0.7980347380319385,0.7871512382082269,0.9999101425527159
11-15-19-28-34,random_pool,101.0,True,660.6642358071088,1.4556241450821936,7.040061695190211,0.8818350229926712,0.41578837309010214,0.9999525355738481
2-8-14-23-30,random_pool,101.0,True,1849.5124303506864,3.3889264935954415,20.38794432940215,0.637000732548623,1.0650631729276485,0.9998784174460128
7-13-15-21-28,random_pool,101.0,True,609.1439565153244,1.4262821367870444,7.2169888465594365,0.8884530949651593,0.40150787670489646,0.9999541657674994
3-10-12-15-20,random_pool,101.0,True,1578.6827398604087,3.0628246494532267,14.136661283609097,0.700764205220261,0.882275277541053,0.9998992836441163
5-8-13-17-33,random_pool,101.0,True,751.3760211624401,1.6646611111759309,9.424440855739398,0.8387485510346339,0.4981309818725373,0.9999431357326629
7-11-12-26-29,random_pool,101.0,True,768.2006764723549,1.6458714128662755,10.46186354938893,0.8134247423812255,0.4981533586365883,0.9999431331782378
7-11-12-15-24,random_pool,101.0,True,703.1031775317211,1.5142488439519108,8.421600500909573,0.8404988843717976,0.4571454985150254,0.9999478144408088
8-14-16-19-26,random_pool,101.0,True,759.6119403548289,1.6136661385931348,7.989860757329295,0.8714087118183106,0.47521728137030667,0.9999457514518983
9-13-24-32-33,random_pool,101.0,True,722.8634991350198,1.4714065904426754,7.728001332138029,0.822693339471492,0.4715596526581167,0.9999461689894226
