seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
101,0,542.4569035468273,7-11-14-17-27,542.4569035468273,7-11-14-17-27,90
101,1,493.99797807605233,7-9-34-36-37,493.99797807605233,7-9-34-36-37,116
101,2,491.9894473445671,6-8-34-36-37,491.9894473445671,6-8-34-36-37,140
101,3,485.99984801378486,6-10-34-36-37,485.99984801378486,6-10-34-36-37,164
101,4,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,188
101,5,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,208
101,6,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,234
101,7,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,254
101,8,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,272
101,9,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,294
101,10,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,313
101,11,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,333
101,12,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,356
101,13,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,374
101,14,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,391
101,15,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,406
101,16,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,426
101,17,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,440
101,18,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,451
202,0,500.6125587376657,7-9-28-31-34,500.6125587376657,7-9-28-31-34,595
202,1,498.7936632934861,7-8-28-34-36,498.7936632934861,7-8-28-34-36,619
202,2,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,644
202,3,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,667
202,4,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,682
202,5,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,695
202,6,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,710
202,7,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,723
202,8,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,741
202,9,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,757
202,10,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,769
202,11,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,780
202,12,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,793
202,13,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,804
202,14,471.7154461494682,11-28-31-33-34,471.7154461494682,11-28-31-33-34,819
202,15,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,833
202,16,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,846
202,17,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,854
202,18,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,863
303,0,489.8913603203963,6-9-27-32-34,489.8913603203963,6-9-27-32-34,980
303,1,489.8913603203963,6-9-27-32-34,489.8913603203963,6-9-27-32-34,1003
303,2,489.8913603203963,6-9-27-32-34,489.8913603203963,6-9-27-32-34,1026
303,3,486.94740190605097,6-10-27-32-34,486.94740190605097,6-10-27-32-34,1046
303,4,486.94740190605097,6-10-27-32-34,486.94740190605097,6-10-27-32-34,1063
