case,scenario,bus,V_pu,v_squared,Pload_MW,Qload_Mvar,Pshed_MW,Qshed_Mvar,Pren_MW,Pbat_MW
ieee33,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,0,2,0.9981270136587235,0.9962575353952816,0.1,0.06,0.0,0.0,0.0,0.0
ieee33,0,3,0.9917261924921769,0.9835208408750302,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,4,0.9892430376495722,0.978601787538153,0.12,0.08,0.0,0.0,0.0,0.0
ieee33,0,5,0.987038042166606,0.9742440966840866,0.06,0.03,0.0,0.0,0.0,0.0
ieee33,0,6,0.9809610738213125,0.9622846283526625,0.06,0.02,0.0,0.0,0.276303125,0.0
ieee33,0,7,0.9713287969214536,0.9434796317288784,0.2,0.1,0.0,0.0,0.0,0.0
ieee33,0,8,0.9723931525885594,0.9455484432011174,0.2,0.1,0.0,0.0,0.0,0.0
ieee33,0,9,0.97140966441382,0.9436367361165705,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,10,0.9709121487701382,0.9426704006294471,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,11,0.9788149252193679,0.9580786578321967,0.045,0.03,0.0,0.0,0.0,0.0
ieee33,0,12,0.9789459846528396,0.9583352408679177,0.06,0.035,0.0,0.0,0.0,0.0
ieee33,0,13,0.9799085307231877,0.9602207285840766,0.06,0.035,0.0,0.0,0.0,0.0
ieee33,0,14,0.9801818549650875,0.9607564688027999,0.12,0.08,0.0,0.0,0.276303125,0.0
ieee33,0,15,0.9804966246231254,0.961373630897342,0.06,0.01,0.0,0.0,0.0,0.0
ieee33,0,16,0.981311946777831,0.9629731368888965,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,17,0.9828341000242685,0.9659628681705139,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,18,0.984304465911518,0.9688552816133587,0.09,0.04,0.0,0.0,0.0,0.26469374999999995
ieee33,0,19,0.9967248024703819,0.9934603318596218,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,20,0.9853320446782864,0.9708792382698926,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,21,0.9820976387189313,0.9645157719773004,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,22,0.9804656273003816,0.9613128463175307,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,23,0.9889939962816631,0.9781091246811742,0.09,0.05,0.0,0.0,0.0,0.0
ieee33,0,24,0.9839985285834955,0.9682531042544842,0.41999999999999993,0.2,0.0,0.0,0.276303125,0.0
ieee33,0,25,0.9807178273499891,0.9618074568820831,0.41999999999999993,0.2,0.0,0.0,0.0,0.0
ieee33,0,26,0.9796080297093015,0.9596318918709398,0.06,0.025,0.0,0.0,0.0,0.0
ieee33,0,27,0.9778428639602761,0.9561766665980349,0.06,0.025,0.0,0.0,0.0,0.0
ieee33,0,28,0.9695509365366031,0.9400290185390041,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,29,0.9636566729425756,0.9286341833067542,0.12,0.07,0.0,0.0,0.0,0.0
ieee33,0,30,0.9614331967071155,0.9243537917304631,0.2,0.6,0.0,0.0,0.276303125,0.0
ieee33,0,31,0.9580885529954292,0.9179336753808752,0.15,0.07,0.0,0.0,0.0,0.0
ieee33,0,32,0.957428021988045,0.9166684172879404,0.20999999999999996,0.1,0.0,0.0,0.0,0.0
ieee33,0,33,0.9848263032476848,0.969882847568501,0.06,0.04,0.0,0.0,0.0,0.26469374999999995
ieee33,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,1,2,0.9974769198113743,0.994960205556387,0.11059007165350859,0.06635404299210515,0.0,0.0,0.0,0.0
ieee33,1,3,0.9897088057733162,0.9795235202252438,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,4,0.9868404583948375,0.973854090324933,0.1327080859842103,0.08847205732280686,0.0,0.0,0.0,0.0
ieee33,1,5,0.9842743615649351,0.9687960188340605,0.06635404299210515,0.033177021496052575,0.0,0.0,0.0,0.0
ieee33,1,6,0.9774746307381675,0.955456653736717,0.06635404299210515,0.022118014330701714,0.0,0.0,0.1361638796276213,0.0
ieee33,1,7,0.9604085279083683,0.9223845404791191,0.22118014330701719,0.11059007165350859,0.0,0.0,0.0,0.0
ieee33,1,8,0.9615988979655937,0.9246724405686443,0.22118014330701719,0.11059007165350859,0.0,0.0,0.0,0.0
ieee33,1,9,0.960498975706918,0.9225582823340387,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,10,0.9599425041253333,0.9214896112264156,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,11,0.9592457402582848,0.9201523902036648,0.049765532244078856,0.033177021496052575,0.0,0.0,0.0,0.0
ieee33,1,12,0.9593936343163422,0.9204361455667194,0.06635404299210515,0.03870652507872801,0.0,0.0,0.0,0.0
ieee33,1,13,0.9551825776333522,0.9123737566142949,0.06635404299210515,0.03870652507872801,0.0,0.0,0.0,0.0
ieee33,1,14,0.9535964881070701,0.9093462621301375,0.1327080859842103,0.08847205732280686,0.0,0.0,0.1361638796276213,0.0
ieee33,1,15,0.9524805145953209,0.9072191306837674,0.06635404299210515,0.011059007165350857,0.0,0.0,0.0,0.0
ieee33,1,16,0.9515190932565954,0.9053885848318536,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,17,0.950165625664111,0.9028147161936715,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,18,0.95,0.9025,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.06088010757187182
ieee33,1,19,0.9953617369421973,0.990744987368588,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,20,0.9774707138503623,0.9554489964351368,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
