seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
101,0,1216.1821011235963,10-14-20-28-31,1216.1821011235963,10-14-20-28-31,90
101,1,1164.903151316531,7-9-34-36-37,1164.903151316531,7-9-34-36-37,115
101,2,1164.903151316531,7-9-34-36-37,1164.903151316531,7-9-34-36-37,139
101,3,1164.903151316531,7-9-34-36-37,1164.903151316531,7-9-34-36-37,161
101,4,1112.8628708342767,11-13-28-33-36,1112.8628708342767,11-13-28-33-36,185
101,5,1112.8628708342767,11-13-28-33-36,1112.8628708342767,11-13-28-33-36,203
101,6,1102.400830556154,11-14-28-33-36,1102.400830556154,11-14-28-33-36,221
101,7,1065.38023544382,10-13-28-32-33,1065.38023544382,10-13-28-32-33,239
101,8,1065.38023544382,10-13-28-32-33,1065.38023544382,10-13-28-32-33,261
101,9,1055.3338390484664,10-14-28-32-33,1055.3338390484664,10-14-28-32-33,283
101,10,1055.3338390484664,10-14-28-32-33,1055.3338390484664,10-14-28-32-33,306
101,11,1051.7006886739096,9-14-28-32-33,1051.7006886739096,9-14-28-32-33,326
101,12,1051.7006886739096,9-14-28-32-33,1051.7006886739096,9-14-28-32-33,346
101,13,1014.5672952676675,9-13-28-31-33,1014.5672952676675,9-13-28-31-33,362
101,14,1014.5672952676675,9-13-28-31-33,1014.5672952676675,9-13-28-31-33,378
101,15,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,394
101,16,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,415
101,17,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,433
101,18,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,448
202,0,1115.3048297448274,9-28-33-34-36,1115.3048297448274,9-28-33-34-36,603
202,1,1115.3048297448274,9-28-33-34-36,1115.3048297448274,9-28-33-34-36,630
202,2,1115.3048297448274,9-28-33-34-36,1115.3048297448274,9-28-33-34-36,653
202,3,1106.703415510201,9-14-25-30-33,1106.703415510201,9-14-25-30-33,675
202,4,1106.703415510201,9-14-25-30-33,1106.703415510201,9-14-25-30-33,692
202,5,1086.757092751349,11-28-33-34-36,1086.757092751349,11-28-33-34-36,712
202,6,1051.7006886739096,9-14-28-32-33,1051.7006886739096,9-14-28-32-33,732
202,7,1051.7006886739096,9-14-28-32-33,1051.7006886739096,9-14-28-32-33,748
202,8,1051.7006886739096,9-14-28-32-33,1051.7006886739096,9-14-28-32-33,763
202,9,1025.6540772553853,11-14-28-31-33,1025.6540772553853,11-14-28-31-33,779
