seed,round,loop,objective,open_branches
101,0,L3,995.422937466587,9-14-28-31-33
101,0,L1,995.422937466587,9-14-28-31-33
101,0,L4,995.422937466587,9-14-28-31-33
101,0,L1,1014.5672952676675,9-13-28-31-33
101,0,L4,995.422937466587,9-14-28-31-33
101,0,L1,995.422937466587,9-14-28-31-33
101,0,L1,1025.6540772553853,11-14-28-31-33
101,0,L3,995.422937466587,9-14-28-31-33
101,0,L3,1014.5672952676675,9-13-28-31-33
101,0,L4,995.422937466587,9-14-28-31-33
202,0,L3,995.422937466587,9-14-28-31-33
202,0,L1,995.422937466587,9-14-28-31-33
202,0,L4,995.422937466587,9-14-28-31-33
202,0,L1,1001.6594742024545,10-14-28-31-33
202,0,L3,995.422937466587,9-14-28-31-33
202,0,L3,995.422937466587,9-14-28-31-33
202,0,L1,1014.5672952676675,9-13-28-31-33
202,0,L4,995.422937466587,9-14-28-31-33
202,0,L1,995.422937466587,9-14-28-31-33
303,0,L3,995.422937466587,9-14-28-31-33
303,0,L1,995.422937466587,9-14-28-31-33
303,0,L4,995.422937466587,9-14-28-31-33
303,0,L1,1001.6594742024545,10-14-28-31-33
303,0,L3,995.422937466587,9-14-28-31-33
303,0,L3,995.422937466587,9-14-28-31-33
303,0,L1,1014.5672952676675,9-13-28-31-33
303,0,L4,995.422937466587,9-14-28-31-33
303,0,L1,995.422937466587,9-14-28-31-33
404,0,L3,995.422937466587,9-14-28-31-33
404,0,L1,995.422937466587,9-14-28-31-33
404,0,L4,995.422937466587,9-14-28-31-33
404,0,L1,1001.6594742024545,10-14-28-31-33
404,0,L3,995.422937466587,9-14-28-31-33
404,0,L3,995.422937466587,9-14-28-31-33
404,0,L1,1014.5672952676675,9-13-28-31-33
404,0,L4,995.422937466587,9-14-28-31-33
404,0,L1,995.422937466587,9-14-28-31-33
505,0,L3,995.422937466587,9-14-28-31-33
505,0,L1,995.422937466587,9-14-28-31-33
505,0,L4,995.422937466587,9-14-28-31-33
505,0,L1,1001.6594742024545,10-14-28-31-33
505,0,L3,995.422937466587,9-14-28-31-33
505,0,L3,995.422937466587,9-14-28-31-33
505,0,L1,1014.5672952676675,9-13-28-31-33
505,0,L4,995.422937466587,9-14-28-31-33
505,0,L1,995.422937466587,9-14-28-31-33
