case,scenario,name,probability,failed_branch,duration_h,load_scale,renewable_scale,ENS_puh,ENS_MWh,RI,total_Pshed_MW,total_Qshed_Mvar,total_Pren_MW,total_Pcurt_MW,total_Pbat_MW,interrupted_customers
ieee33,0,normal_operation,0.6,-1,1.0,1.0,0.85,0.0,0.0,1.0000000000000004,0.0,0.0,1.1052125,0.0,0.5293874999999999,0.0
ieee33,1,outage_branch_31,0.03636363636363637,31,4.347787159993379,1.1059007165350858,0.4188852286179467,0.0703708600000857,0.703708600000857,0.9791961199201057,0.16185442711550047,0.07707353672166689,0.5446555185104852,0.0,0.12176021514374363,21.0
ieee33,2,outage_branch_18,0.03636363636363637,18,4.953017621429326,1.1386631455956722,0.437344505711287,0.4910837498484382,4.910837498484383,0.8396241760535691,0.9914839545972034,0.5253745328988637,0.4264928951633257,0.14216429838777525,0.1068818123540677,117.0
ieee33,3,outage_branch_22,0.03636363636363637,22,3.45660002424391,0.9074071354162442,0.5114711700398825,0.43911609367904414,4.391160936790442,0.4484719260838664,1.270369989582742,1.0798144911453305,0.3325201944221786,0.3325201944221786,0.15315266339379174,140.0
ieee33,4,outage_branch_10,0.03636363636363637,10,3.298748980744011,0.9503574377978616,0.6740762153897067,0.01880994377566912,0.1880994377566912,0.9914712153518124,0.0570214462678717,0.019007148755957232,0.8764675990604662,0.0,0.16048129248094534,6.0
ieee33,5,outage_branch_25,0.03636363636363637,25,2.6402351070962604,0.9595592698010511,0.10482691931172787,0.04560231728643098,0.4560231728643098,0.9744136460554371,0.17272066856418922,0.06716914888607357,0.13630120183507416,0.0,0.20050771182352095,18.0
ieee33,6,outage_branch_5,0.03636363636363637,5,3.6101398586488775,0.8931877707116247,0.5964617773450986,0.3998420637656675,3.998420637656675,0.7043354655294953,1.1075528356824147,0.4823213961842774,0.5816620694947233,0.19388735649824113,0.0,124.0
ieee33,7,outage_branch_30,0.03636363636363637,30,3.7456870443156736,0.8631118250328543,0.5105539202713915,0.04849420171231828,0.4849420171231828,0.9786780383795309,0.12946677375492815,0.060417827752299806,0.6638477348328768,0.0,0.1413325496061878,15.0
ieee33,8,outage_branch_3,0.03636363636363637,3,3.183043002452127,0.9991217395854296,0.809699406012264,0.4515951395734982,4.515951395734982,0.6787491115849327,1.4187528702113101,0.6494291307305291,0.7896087395005846,0.26320291316686156,0.0,142.0
ieee33,9,outage_branch_24,0.03636363636363637,24,4.669647767698806,1.067848559743872,0.4431061408517627,0.4795564848516062,4.795564848516062,0.71546352661687,1.026965006159192,1.0524481954073344,0.43211156973187836,0.1440371899106261,0.11336775841251107,116.0
ieee33,10,outage_branch_8,0.03636363636363637,8,5.362653385876183,0.9430048268065525,0.07840366748917292,0.30342048164230456,3.0342048164230455,0.8294243070362477,0.5658028960839314,0.23575120670163813,0.10194436865279709,0.0,0.0,60.0
ieee33,11,outage_branch_23,0.03636363636363637,23,3.3304725566788864,0.9929425323312885,0.5596427781850251,0.4332127889118058,4.332127889118058,0.46126510305614743,1.3007547173539877,1.131954486857669,0.3638377611675394,0.3638377611675394,0.15895266842489758,131.0
