case,scenario,bus,V_pu,v_squared,Pload_MW,Qload_Mvar,Pshed_MW,Qshed_Mvar,Pren_MW,Pbat_MW
ieee33,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,0,2,0.9981270136587235,0.9962575353952816,0.1,0.06,0.0,0.0,0.0,0.0
ieee33,0,3,0.9903640262470227,0.9808209044842134,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,4,0.988181853727511,0.9765033760363399,0.12,0.08,0.0,0.0,0.0,0.0
ieee33,0,5,0.9862920837248065,0.9727720744182208,0.06,0.03,0.0,0.0,0.0,0.0
ieee33,0,6,0.9816157261068233,0.9635694337402261,0.06,0.02,0.0,0.0,0.276303125,0.0
ieee33,0,7,0.9792830690790983,0.958995329384978,0.2,0.1,0.0,0.0,0.0,0.0
ieee33,0,8,0.9775306909835837,0.9555662518148426,0.2,0.1,0.0,0.0,0.0,0.0
ieee33,0,9,0.9758842941676371,0.9523501556030673,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,10,0.9840310815224623,0.968317169402267,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,11,0.9841141132581529,0.9684805879138807,0.045,0.03,0.0,0.0,0.0,0.0
ieee33,0,12,0.9844025522537009,0.9690483848836003,0.06,0.035,0.0,0.0,0.0,0.0
ieee33,0,13,0.9844567288585991,0.9691550509949735,0.06,0.035,0.0,0.0,0.0,0.0
ieee33,0,14,0.9846317735288647,0.9694997294425974,0.12,0.08,0.0,0.0,0.276303125,0.0
ieee33,0,15,0.9728027480748953,0.9463451866620682,0.06,0.01,0.0,0.0,0.0,0.0
ieee33,0,16,0.9722699960548832,0.9453089452285625,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,17,0.9709651481585716,0.942773318938597,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,18,0.9710979714953976,0.943031270242476,0.09,0.04,0.0,0.0,0.0,0.26469374999999995
ieee33,0,19,0.9973350384727702,0.9946771789654819,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,20,0.9914169174661145,0.9829075042380124,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,21,0.9899318942761381,0.979965155305143,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,22,0.9878027413890801,0.9757542558957819,0.09,0.04,0.0,0.0,0.0,0.0
ieee33,0,23,0.9856326623855093,0.9714717451611474,0.09,0.05,0.0,0.0,0.0,0.0
ieee33,0,24,0.9761645966562924,0.952897319765142,0.41999999999999993,0.2,0.0,0.0,0.276303125,0.0
ieee33,0,25,0.968406925973143,0.9378119742727526,0.41999999999999993,0.2,0.0,0.0,0.0,0.0
ieee33,0,26,0.9813374290805689,0.9630231497144605,0.06,0.025,0.0,0.0,0.0,0.0
ieee33,0,27,0.9810791654923697,0.9625163289632045,0.06,0.025,0.0,0.0,0.0,0.0
ieee33,0,28,0.9805561794662848,0.9614904210895169,0.06,0.02,0.0,0.0,0.0,0.0
ieee33,0,29,0.9653944288993578,0.9319864033499172,0.12,0.07,0.0,0.0,0.0,0.0
ieee33,0,30,0.9640324050055176,0.9293584779007222,0.2,0.6,0.0,0.0,0.276303125,0.0
ieee33,0,31,0.9626491798275272,0.9266934434226107,0.15,0.07,0.0,0.0,0.0,0.0
ieee33,0,32,0.9698296095851524,0.9405694716280892,0.20999999999999996,0.1,0.0,0.0,0.0,0.0
ieee33,0,33,0.9706310667821624,0.9421246678026786,0.06,0.04,0.0,0.0,0.0,0.26469374999999995
ieee33,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,1,2,0.9973863597197128,0.9947795505549404,0.11059007165350859,0.06635404299210515,0.0,0.0,0.0,0.0
ieee33,1,3,0.9863905969015835,0.9729664096558622,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,4,0.9829642567113764,0.9662187299721487,0.1327080859842103,0.08847205732280686,0.0,0.0,0.0,0.0
ieee33,1,5,0.9798152743301097,0.9600379718105881,0.06635404299210515,0.033177021496052575,0.0,0.0,0.0,0.0
ieee33,1,6,0.9724838070552261,0.9457247549846263,0.06635404299210515,0.022118014330701714,0.0,0.0,0.1361638796276213,0.0
ieee33,1,7,0.9698228230496684,0.9405563081080284,0.22118014330701719,0.11059007165350859,0.0,0.0,0.0,0.0
ieee33,1,8,0.9665975085071848,0.9343107434522973,0.22118014330701719,0.11059007165350859,0.0,0.0,0.0,0.0
ieee33,1,9,0.9631128265001696,0.9275863165691457,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,10,0.9766074371028898,0.9537620862046747,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,11,0.9766999594828308,0.9539428108537634,0.049765532244078856,0.033177021496052575,0.0,0.0,0.0,0.0
ieee33,1,12,0.9770213600169767,0.9545707379294228,0.06635404299210515,0.03870652507872801,0.0,0.0,0.0,0.0
ieee33,1,13,0.9754924685746692,0.951585556245902,0.06635404299210515,0.03870652507872801,0.0,0.0,0.0,0.0
ieee33,1,14,0.9751009541561515,0.9508218707962371,0.1327080859842103,0.08847205732280686,0.0,0.0,0.1361638796276213,0.0
ieee33,1,15,0.9567319548145083,0.9153360333631904,0.06635404299210515,0.011059007165350857,0.0,0.0,0.0,0.0
ieee33,1,16,0.9549362852392929,0.9119033088666202,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,17,0.9517874718336435,0.9058993915394788,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,18,0.9507784532327969,0.9039796671317496,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.06088010757187182
ieee33,1,19,0.9963358673182684,0.9926851605048461,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
