seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
101,0,901.2560767531116,7-11-14-17-27,901.2560767531116,7-11-14-17-27,90
101,1,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,115
101,2,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,139
101,3,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,164
101,4,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,186
101,5,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,212
101,6,829.4505646962916,7-9-34-36-37,829.4505646962916,7-9-34-36-37,234
101,7,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,257
101,8,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,278
101,9,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,296
101,10,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,312
101,11,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,334
101,12,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,351
101,13,783.2746363075789,11-31-33-34-37,783.2746363075789,11-31-33-34-37,368
101,14,772.9064173721792,9-14-26-31-33,772.9064173721792,9-14-26-31-33,383
101,15,772.9064173721792,9-14-26-31-33,772.9064173721792,9-14-26-31-33,397
101,16,772.9064173721792,9-14-26-31-33,772.9064173721792,9-14-26-31-33,418
101,17,772.9064173721792,9-14-26-31-33,772.9064173721792,9-14-26-31-33,433
101,18,772.9064173721792,9-14-26-31-33,772.9064173721792,9-14-26-31-33,449
202,0,809.7170089271715,9-28-33-34-36,809.7170089271715,9-28-33-34-36,642
202,1,809.7170089271715,9-28-33-34-36,809.7170089271715,9-28-33-34-36,665
202,2,809.7170089271715,9-28-33-34-36,809.7170089271715,9-28-33-34-36,683
202,3,784.7530221999905,10-28-32-33-34,784.7530221999905,10-28-32-33-34,704
202,4,784.7530221999905,10-28-32-33-34,784.7530221999905,10-28-32-33-34,721
202,5,784.7530221999905,10-28-32-33-34,784.7530221999905,10-28-32-33-34,734
202,6,784.7530221999905,10-28-32-33-34,784.7530221999905,10-28-32-33-34,747
202,7,784.7530221999905,10-28-32-33-34,784.7530221999905,10-28-32-33-34,758
202,8,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,773
202,9,777.7616391693969,11-14-28-31-33,777.7616391693969,11-14-28-31-33,789
202,10,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,802
202,11,773.7739306717428,11-28-31-33-34,773.7739306717428,11-28-31-33-34,811
202,12,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,825
202,13,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,836
202,14,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,849
202,15,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,865
202,16,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,884
202,17,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,899
202,18,751.4529623146632,9-14-28-31-33,751.4529623146632,9-14-28-31-33,909
303,0,898.0924747133156,6-9-27-32-34,898.0924747133156,6-9-27-32-34,1023
303,1,888.302207810919,8-12-25-32-33,888.302207810919,8-12-25-32-33,1048
303,2,855.2223549685044,10-14-25-32-33,855.2223549685044,10-14-25-32-33,1072
303,3,806.877736740005,10-14-27-32-33,806.877736740005,10-14-27-32-33,1093
303,4,806.877736740005,10-14-27-32-33,806.877736740005,10-14-27-32-33,1111
303,5,787.0133859006819,10-14-28-32-33,787.0133859006819,10-14-28-32-33,1127
303,6,787.0133859006819,10-14-28-32-33,787.0133859006819,10-14-28-32-33,1144
303,7,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1160
303,8,781.8991482038355,11-28-32-33-34,781.8991482038355,11-28-32-33-34,1174
